# CRUSH Pixel Data File
#
# Instrument: HAWC_PLUS
# Scan: 2017-10-25_HA_F445-90_0086_11-127
# Object: W3
# Date: 2017-10-25T10:03:12.990 (MJD: 58051.41970108796)
# Project: 90_0086_11
# Exposure: 93.76044 s.
# Equatorial: 02h25m40.200s 62d06m05.22s (J2000.0)
# Horizontal: -15d26m44.36s 54d24m01.28s
# CRUSH version: 2.41-1 (update.2)
#
# Flag '?' - 0x0x80000000 - Unknown
# Flag 'X' - 0x0x1 - Dead
# Flag 'B' - 0x0x2 - Blind
# Flag 'd' - 0x0x100 - Discarded
# Flag 'g' - 0x0x200 - Gain
# Flag 'n' - 0x0x400 - Noisy
# Flag 'f' - 0x0x800 - Degrees-of-freedom.
# Flag 's' - 0x0x1000 - Spiky
# Flag 'r' - 0x0x2000 - Railing/Saturated
# Flag 'F' - 0x0x4000 - Insufficient phase degrees-of-freedom
# Flag '@' - 0x0x8000 - Bad subarray gain
# Flag 'b' - 0x0x10000 - Bad TES bias gain
# Flag 'm' - 0x0x20000 - Bad MUX gain
# Flag 'R' - 0x0x40000 - Bad detector row gain
# Flag 'M' - 0x0x80000 - Bad series array gain
# Flag 'T' - 0x0x100000 - Flicker noise
# Flag 'L' - 0x0x200000 - LOS response
# Flag '\' - 0x0x400000 - Roll response
#
# ch	gain	weight		flag	eff	Gmux	idx	sub	row	col
R0[3,30]	0.901 	2.030E-4 	-	0.804	1.000	1.000	126	0	3	30
R0[3,31]	0.734 	2.609E-4 	-	0.929	1.000	1.000	127	0	3	31
R0[4,0]	0.637 	3.650E-4 	-	0.998	1.000	1.000	128	0	4	0
R0[4,1]	0.643 	3.187E-4 	-	0.972	1.000	1.000	129	0	4	1
R0[4,2]	0.662 	3.423E-4 	-	0.928	1.000	1.000	130	0	4	2
R0[4,3]	0.674 	3.314E-4 	-	0.924	1.000	1.000	131	0	4	3
R0[4,4]	0.767 	2.847E-4 	-	0.843	1.000	1.000	132	0	4	4
R0[4,5]	0.819 	2.772E-4 	-	0.810	1.000	1.000	133	0	4	5
R0[4,7]	1.165 	1.279E-4 	-	0.666	1.000	1.000	135	0	4	7
R0[4,8]	0.000 	6.850E-4 	gn	-142.761	1.000	1.000	136	0	4	8
R0[4,9]	0.952 	1.935E-4 	-	0.783	1.000	1.000	137	0	4	9
R0[4,10]	0.940 	2.049E-4 	-	0.797	1.000	1.000	138	0	4	10
R0[4,11]	-0.001 	7.091E-4 	gn	38.225	1.000	1.000	139	0	4	11
R0[4,12]	0.980 	1.587E-4 	-	0.760	1.000	1.000	140	0	4	12
R0[4,13]	0.976 	1.940E-4 	-	0.763	1.000	1.000	141	0	4	13
R0[4,14]	0.988 	2.121E-4 	-	0.739	1.000	1.000	142	0	4	14
R0[4,15]	1.292 	1.568E-4 	-	0.659	1.000	1.000	143	0	4	15
R0[4,16]	1.094 	1.791E-4 	-	0.720	1.000	1.000	144	0	4	16
R0[4,17]	1.043 	1.995E-4 	-	0.734	1.000	1.000	145	0	4	17
R0[4,18]	1.105 	1.927E-4 	-	0.710	1.000	1.000	146	0	4	18
R0[4,19]	0.001 	3.476E-4 	gn	-16.269	1.000	1.000	147	0	4	19
R0[4,21]	0.208 	6.838E-4 	g	0.584	1.000	1.000	149	0	4	21
R0[4,22]	1.002 	2.185E-4 	-	0.684	1.000	1.000	150	0	4	22
R0[4,23]	1.032 	1.692E-4 	-	0.657	1.000	1.000	151	0	4	23
R0[4,24]	-0.001 	6.702E-4 	gn	14.429	1.000	1.000	152	0	4	24
R0[4,25]	1.007 	1.153E-4 	-	0.687	1.000	1.000	153	0	4	25
R0[4,26]	0.975 	2.181E-4 	-	0.721	1.000	1.000	154	0	4	26
R0[4,28]	0.002 	6.419E-4 	gn	-8.112	1.000	1.000	156	0	4	28
