# CRUSH Pixel Data File
#
# Instrument: HAWC_PLUS
# Scan: 2017-10-26_HA_F446-90_0086_14-051
# Object: W3
# Date: 2017-10-26T06:06:35.650 (MJD: 58052.25538002315)
# Project: 90_0086_14
# Exposure: 81.11112 s.
# Equatorial: 02h25m40.200s 62d06m05.22s (J2000.0)
# Horizontal: 41d08m26.20s 52d41m01.90s
# CRUSH version: 2.41-1 (update.2)
#
# Flag '?' - 0x0x80000000 - Unknown
# Flag 'X' - 0x0x1 - Dead
# Flag 'B' - 0x0x2 - Blind
# Flag 'd' - 0x0x100 - Discarded
# Flag 'g' - 0x0x200 - Gain
# Flag 'n' - 0x0x400 - Noisy
# Flag 'f' - 0x0x800 - Degrees-of-freedom.
# Flag 's' - 0x0x1000 - Spiky
# Flag 'r' - 0x0x2000 - Railing/Saturated
# Flag 'F' - 0x0x4000 - Insufficient phase degrees-of-freedom
# Flag '@' - 0x0x8000 - Bad subarray gain
# Flag 'b' - 0x0x10000 - Bad TES bias gain
# Flag 'm' - 0x0x20000 - Bad MUX gain
# Flag 'R' - 0x0x40000 - Bad detector row gain
# Flag 'M' - 0x0x80000 - Bad series array gain
# Flag 'T' - 0x0x100000 - Flicker noise
# Flag 'L' - 0x0x200000 - LOS response
# Flag '\' - 0x0x400000 - Roll response
#
# ch	gain	weight		flag	eff	Gmux	idx	sub	row	col
R0[7,2]	-0.002 	3.513E-3 	gn	-0.994	1.000	1.000	226	0	7	2
R0[7,3]	0.493 	1.985E-5 	n	0.021	1.000	1.000	227	0	7	3
R0[7,4]	0.636 	2.531E-5 	n	0.053	1.000	1.000	228	0	7	4
R0[7,5]	0.753 	2.871E-5 	n	0.135	1.000	1.000	229	0	7	5
R0[7,7]	0.853 	3.839E-4 	-	0.764	1.000	1.000	231	0	7	7
R0[7,8]	0.882 	4.455E-4 	-	0.829	1.000	1.000	232	0	7	8
R0[7,9]	0.952 	4.168E-4 	-	0.861	1.000	1.000	233	0	7	9
R0[7,10]	1.041 	2.110E-4 	-	0.867	1.000	1.000	234	0	7	10
R0[7,11]	1.002 	3.412E-4 	-	0.882	1.000	1.000	235	0	7	11
R0[7,12]	0.932 	3.841E-4 	-	0.859	1.000	1.000	236	0	7	12
R0[7,13]	0.948 	3.775E-4 	-	0.828	1.000	1.000	237	0	7	13
R0[7,14]	0.942 	2.871E-4 	-	0.753	1.000	1.000	238	0	7	14
R0[7,15]	0.959 	3.108E-4 	-	0.739	1.000	1.000	239	0	7	15
R0[7,16]	1.132 	8.828E-5 	-	0.727	1.000	1.000	240	0	7	16
R0[7,17]	0.972 	2.707E-4 	-	0.761	1.000	1.000	241	0	7	17
R0[7,18]	0.956 	3.591E-4 	-	0.769	1.000	1.000	242	0	7	18
R0[7,19]	0.949 	2.849E-4 	-	0.778	1.000	1.000	243	0	7	19
R0[7,21]	1.030 	2.471E-4 	-	0.798	1.000	1.000	245	0	7	21
R0[7,22]	1.020 	2.317E-4 	-	0.820	1.000	1.000	246	0	7	22
R0[7,23]	0.943 	3.685E-4 	-	0.666	1.000	1.000	247	0	7	23
R0[7,24]	-0.001 	5.212E-4 	gn	51.077	1.000	1.000	248	0	7	24
